"userId","itemId","rating","time"
"114","87544",7,2013-07-28
"114","110912",10,2013-07-28
"114","118715",2,2013-07-28
"114","361748",9,2013-07-28
"114","389860",2,2013-07-28
"114","469494",8,2013-07-28
"114","790736",1,2013-07-28
"114","816711",8,2013-07-28
"114","1130884",7,2013-07-28
"114","1371111",3,2013-07-28
"114","1483013",8,2013-07-28
"114","1517260",8,2013-07-28
"114","1663662",8,2013-07-28
"114","1853728",9,2013-07-28
"115","770828",7,2013-06-30
"115","1210819",7,2013-08-08
"115","1272878",7,2013-09-09
"115","1300854",7,2013-05-07
"115","1343092",8,2013-05-27
"115","1457767",8,2013-09-03
"115","1483013",7,2013-04-12
"115","1623205",7,2013-03-11
"115","1670345",7,2013-06-17
"115","1690953",7,2013-08-26
"115","1723121",7,2013-09-07
"115","1817273",7,2013-04-05
"115","1904996",6,2013-03-02
"115","1905041",6,2013-06-01
"115","2017020",7,2013-08-19
"115","2053463",8,2013-03-19
"115","2184339",5,2013-07-05
"115","2302755",7,2013-03-29
"115","2334879",6,2013-06-28
"116","450385",6,2013-09-04
"116","454841",8,2013-09-04
"116","1731697",4,2013-09-04
"117","1272878",7,2013-08-21
"117","1392214",9,2013-09-22
"117","1430132",8,2013-07-29
"117","1457767",9,2013-07-20
"117","2404311",7,2013-09-17
"118","93105",10,2013-04-29
"118","103064",10,2013-04-20
"118","103639",10,2013-04-29
"118","261392",10,2013-04-22
"118","398286",10,2013-04-16
"118","453562",10,2013-04-13
"118","468489",10,2013-04-09
"118","805564",9,2013-04-10
"118","1231583",8,2013-04-13
"118","1343092",10,2013-05-11
"118","1790886",8,2013-04-19
"118","1981677",8,2013-05-10
"119","1682246",4,2013-03-24
"120","51773",9,2013-08-29
"120","80761",9,2013-09-12
"120","119925",9,2013-09-15
"120","311429",9,2013-09-03
"120","481141",9,2013-09-04
"120","835418",6,2013-09-21
"120","1297919",9,2013-09-14
"120","1568338",8,2013-09-05
"120","1582248",8,2013-09-08
"120","1702439",8,2013-08-31
"121","1879032",5,2013-09-07
"122","36775",8,2013-06-08
"122","46912",9,2013-09-13
"122","47396",8,2013-06-09
"122","1453405",7,2013-08-11
"122","1457767",6,2013-08-16
"122","2059255",8,2013-08-25
"123","1276104",8,2013-03-25
"124","56172",10,2013-05-19
"124","74452",9,2013-05-19
"124","82010",9,2013-06-19
"124","85780",9,2013-06-21
"124","91203",7,2013-06-07
"124","94625",9,2013-06-09
"124","104684",9,2013-05-19
"124","119396",9,2013-06-02
"124","119567",8,2013-08-05
"124","166924",9,2013-06-09
"124","202559",9,2013-05-19
"124","240515",2,2013-06-07
"124","245674",6,2013-06-09
"124","364725",9,2013-06-07
"124","383010",6,2013-08-30
"124","425413",8,2013-06-09
"124","427152",8,2013-06-14
"124","462538",8,2013-06-07
"124","471042",8,2013-06-07
"124","482606",7,2013-09-07
"124","770752",6,2013-08-31
"124","770828",8,2013-06-14
"124","810913",6,2013-06-19
"124","876563",9,2013-06-09
"124","1194173",8,2013-06-07
"124","1216475",7,2013-06-21
"124","1232200",4,2013-05-24
"124","1232829",9,2013-06-02
"124","1259521",9,2013-06-02
"124","1300854",8,2013-05-18
"124","1386703",7,2013-05-17
"124","1408101",9,2013-05-17
"124","1440292",8,2013-06-07
"124","1478338",9,2013-06-02
"124","1482459",8,2013-06-07
"124","1535108",7,2013-09-07
"124","1547234",8,2013-06-16
"124","1606378",3,2013-05-19
"124","1770734",8,2013-05-18
"124","1922777",7,2013-06-02
"124","1979320",9,2013-09-21
"125","1922777",7,2013-04-22
"126","41959",9,2013-06-05
"126","56172",6,2013-07-25
"126","56592",7,2013-05-09
"126","56801",7,2013-07-25
"126","57427",6,2013-04-13
"126","245429",5,2013-04-13
"126","419887",5,2013-05-10
"126","452625",6,2013-05-10
"126","498353",5,2013-04-17
"126","1010048",9,2013-05-02
"126","1288558",6,2013-04-21
"126","1527186",6,2013-05-08
"126","1726589",5,2013-09-07
"126","1748227",3,2013-04-17
"127","1386703",8,2013-09-11
"127","1408101",9,2013-09-13
"127","1637725",9,2013-05-06
"128","816711",6,2013-06-27
"129","1401152",8,2013-07-30
"130","296572",8,2013-08-30
"130","376136",6,2013-04-07
"130","780504",9,2013-04-30
"130","790724",9,2013-07-10
"130","796366",9,2013-08-14
"130","848228",9,2013-04-24
"130","1071875",7,2013-09-18
"130","1074638",10,2013-04-04
"130","1189340",8,2013-04-23
"130","1194173",8,2013-03-09
"130","1205535",6,2013-03-20
"130","1276104",8,2013-07-11
"130","1320253",7,2013-03-03
"130","1343727",5,2013-06-29
"130","1366365",4,2013-03-20
"130","1368440",3,2013-09-17
"130","1397280",6,2013-06-02
"130","1428538",6,2013-08-01
"130","1486192",7,2013-07-14
"130","1535616",4,2013-05-01
"130","1568346",10,2013-03-24
"130","1592525",7,2013-03-17
"130","1599348",8,2013-05-25
"130","1606378",7,2013-07-28
"130","1611224",7,2013-04-03
"130","1614989",8,2013-04-20
"130","1656186",5,2013-04-13
"130","1687901",5,2013-03-20
"130","1734433",8,2013-03-03
"130","1764651",7,2013-03-03
"130","1790885",10,2013-09-17
"130","1886493",5,2013-04-21
"130","1904996",7,2013-07-06
"130","1911662",4,2013-07-22
"130","1990181",6,2013-08-09
"130","2322601",8,2013-07-27
"131","144117",10,2013-09-20
"132","1371111",9,2013-03-24
"132","1517260",2,2013-04-12
"133","1663662",9,2013-07-22
"134","75314",9,2013-05-26
"134","92890",8,2013-08-30
"134","121164",7,2013-03-10
"134","333766",8,2013-08-30
"134","848228",6,2013-03-10
"134","1074638",7,2013-07-06
"134","1194173",6,2013-06-09
"134","1217209",7,2013-04-27
"134","1345836",6,2013-08-25
"134","1446714",6,2013-05-11
"134","1486192",6,2013-04-07
"134","1588334",6,2013-08-27
"134","1599348",7,2013-04-08
"134","1641252",6,2013-03-09
"134","1655442",9,2013-03-24
"134","1707392",4,2013-03-09
"134","1710396",2,2013-04-10
"134","1748122",9,2013-05-27
"134","2125435",9,2013-09-14
"135","1457767",8,2013-08-31
"135","1860353",7,2013-09-02
"136","881891",7,2013-08-13
"136","1981677",10,2013-06-30
"136","2404463",10,2013-08-19
"137","120586",10,2013-05-29
"137","209144",10,2013-05-29
"137","364517",10,2013-04-29
"137","371746",10,2013-05-01
"137","458339",10,2013-05-01
"137","800080",10,2013-05-01
"137","800369",10,2013-05-01
"137","848228",10,2013-05-01
"137","1228705",10,2013-05-01
"138","99582",8,2013-03-26
"138","1314655",10,2013-05-17
"139","50083",8,2013-05-16
"139","266697",8,2013-08-11
"139","361748",8,2013-07-25
"139","378194",8,2013-08-11
"139","770828",8,2013-06-13
"139","1250777",7,2013-08-20
"139","1300854",8,2013-04-26
"139","1343092",7,2013-08-14
"139","1430132",7,2013-07-25
"139","1623205",7,2013-03-24
"139","1663662",8,2013-07-19
"139","1853728",9,2013-05-15
"139","1905041",7,2013-05-23
"139","2334879",7,2013-07-19
"140","1250777",9,2013-09-01
"140","1650554",8,2013-09-01
"141","1572315",3,2013-09-11
"142","1935179",9,2013-06-26
"143","1905041",10,2013-05-27
"144","454876",8,2013-07-28
"144","800320",8,2013-04-14
"144","1045658",7,2013-04-13
"144","1646987",8,2013-04-16
"144","1707386",6,2013-04-28
"144","1853728",9,2013-07-21
"145","111161",10,2013-09-14
"145","407887",10,2013-09-14
"145","421715",10,2013-09-05
"145","1010048",10,2013-09-05
"145","1457767",10,2013-09-04
"145","2106476",10,2013-09-07
"146","82562",9,2013-08-13
"146","790736",6,2013-07-18
"146","1202541",5,2013-08-15
"146","1375666",9,2013-08-02
"146","1430132",8,2013-07-29
"146","1690953",8,2013-08-16
"146","1723121",8,2013-09-04
"146","2302755",8,2013-04-28
"146","2404311",6,2013-09-20
"147","816711",7,2013-06-21
"147","1853728",9,2013-03-30
"148","276751",10,2013-03-31
"148","1351685",10,2013-03-31
"149","454876",9,2013-06-23
"149","770828",8,2013-07-06
"149","816711",7,2013-06-22
"149","903624",8,2013-06-23
"149","1210819",6,2013-07-21
"149","1300854",9,2013-04-28
"149","1343092",8,2013-06-08
"149","1351685",8,2013-03-29
"149","1408101",9,2013-05-29
"149","1428538",7,2013-03-03
"149","1453405",8,2013-06-22
"149","1549920",7,2013-06-23
"149","1583421",7,2013-03-29
"149","1596343",8,2013-05-26
"149","1623205",8,2013-03-08
"149","1663662",7,2013-08-15
"149","1690953",8,2013-06-21
"149","1893256",6,2013-07-07
"149","1899353",7,2013-06-23
"149","1905041",8,2013-06-08
"149","2234155",7,2013-06-19
"150","1457767",10,2013-08-22
"151","1371111",6,2013-09-08
"152","1535108",10,2013-08-15
"153","68555",7,2013-06-01
"153","120601",7,2013-03-01
"153","426931",5,2013-05-31
"153","1458175",5,2013-05-31
"154","1817273",10,2013-04-14
"155","770828",10,2013-06-18
"156","70047",9,2013-04-28
"156","482606",10,2013-04-28
"156","1711425",6,2013-04-28
"157","770828",6,2013-06-15
"158","94721",7,2013-06-02
"158","118715",8,2013-07-07
"158","162346",7,2013-06-03
"158","452623",9,2013-05-10
"158","1204342",8,2013-05-11
"158","1232776",7,2013-08-14
"158","1343092",9,2013-05-19
"158","1403865",7,2013-06-02
"158","1588173",5,2013-08-05
"158","1602613",6,2013-06-09
"158","1663662",7,2013-08-03
"158","1670345",8,2013-08-31
"158","2132285",8,2013-06-19
"158","2209418",9,2013-08-19
"159","1408101",9,2013-05-18
"160","1491044",7,2013-08-27
"161","208092",10,2013-08-25
"161","450314",10,2013-08-21
"161","1343727",8,2013-08-25
"161","1853728",9,2013-08-25
"162","54743",9,2013-04-18
"162","2070862",9,2013-03-31
"163","35521",10,2013-06-27
"163","101669",8,2013-06-16
"163","112637",3,2013-07-09
"163","119217",9,2013-06-13
